repo,pr_number,text,label,subcategory
transmission/transmission,7407,> e.g. by checking the version in runtime and forcing ?,Constructive Positive,Clarity & Context
transmission/transmission,7406,"Thanks, I've applied this change on Transifex and it will be pulled from there on next sync. Please consider joining the French team over there as we're not accepting translation changes here (see",Constructive Positive,Actionable Feedback
transmission/transmission,7406,"I would love to join the French translation team, but I'm having a slight problem with transifex:",Constructive Positive,Clarity & Context
transmission/transmission,7402,Do we want to be this formal? See,Constructive Positive,Clarity & Context
transmission/transmission,7402,This is in line with how Apple uses the format within its own localisations.,Constructive Positive,Clarity & Context
transmission/transmission,7368,Example screenshots for missing icons at:,Constructive Positive,Clarity & Context
transmission/transmission,7368,Reported as well in #7265.,Constructive Positive,Clarity & Context
transmission/transmission,7368,I see.,Constructive Negative,Vague Feedback
transmission/transmission,7355,"@tearfur, think this needs update post #6987 ?",Constructive Positive,Clarity & Context
transmission/transmission,7355,"@tearfur since you are in this code, thought I'd mention this odd comment in that you might want to address?",Constructive Positive,Clarity & Context
transmission/transmission,7355,"> since you are in this code, thought I'd mention this odd comment in that you might want to address?",Constructive Positive,Clarity & Context
transmission/transmission,7355,"> > since you are in this code, thought I'd mention this odd comment in that you might want to address?",Constructive Positive,Clarity & Context
transmission/transmission,7355,> This PR accomplishes a few things:,Constructive Positive,Clarity & Context
transmission/transmission,7355,"> well, is create for testing purposes or not?",Constructive Positive,Clarity & Context
transmission/transmission,7355,"> Can you explain this more? The logic for retry-TCP-after-UTP-failed is primarily within . Under what scenario would fail? afaict, unless the call was setup incorrectly, it basically can't fail . utp_create_socket cannot fail, etc.",Constructive Positive,Actionable Feedback
transmission/transmission,7355,"> > well, is create for testing purposes or not?",Constructive Positive,Clarity & Context
transmission/transmission,7355,"> > Can you explain this more? The logic for retry-TCP-after-UTP-failed is primarily within . Under what scenario would fail? afaict, unless the call was setup incorrectly, it basically can't fail . utp_create_socket cannot fail, etc.",Constructive Positive,Actionable Feedback
transmission/transmission,7355,"> sorry, I was trying to point out that the comment says ""only use this for tests"" but the code uses it for not-tests.",Constructive Positive,Clarity & Context
transmission/transmission,7355,"> > I don't think the right thing to do is to retry TCP in this case. If utp_connect fails, something more serious is wrong.",Constructive Negative,Vague Feedback
transmission/transmission,7355,I don't understand why you are so insistent on doing something about returning non-zero. I'm going to keep the current PR state as-is.,Constructive Positive,Clarity & Context
transmission/transmission,7355,"> It's simply not worth the effort to do more sophisticated error handling than what we are doing. Looking at 's source code, with the way we are calling it, if it really did return non-zero, then it means the machine is not even able to execute Transmission's program code properly . We cannot expect any amount of error handling to work properly at that point, not even printing logs and shutting down.",Constructive Positive,Risk Awareness
transmission/transmission,7355,"@tearfur I'm trying but failing to resolve convo, not sure why github won't clear it.",Constructive Positive,Clarity & Context
transmission/transmission,7355,"> I'm trying but failing to resolve convo, not sure why github won't clear it.",Constructive Positive,Clarity & Context
transmission/transmission,7355,on libtransmission/session.h:4,Constructive Negative,Vague Feedback
transmission/transmission,7355,on libtransmission/session.h:4,Constructive Negative,Vague Feedback
transmission/transmission,7355,on libtransmission/peer-io.cc:91,Constructive Negative,Vague Feedback
transmission/transmission,7355,on libtransmission/peer-io.cc:91,Constructive Negative,Vague Feedback
transmission/transmission,7355,on libtransmission/peer-io.cc:91,Constructive Negative,Vague Feedback
transmission/transmission,7355,on libtransmission/peer-io.cc:91,Constructive Negative,Vague Feedback
transmission/transmission,7355,on libtransmission/peer-io.cc:91,Constructive Negative,Vague Feedback
transmission/transmission,7355,on libtransmission/peer-io.cc:91,Constructive Negative,Vague Feedback
transmission/transmission,7354,"The CSS is really messy right now, it's hard to make PRs presentable. I'll try again in later PR focusing on cleaning up unused or broken style rules in CSS.",Constructive Positive,Code Consistency
transmission/transmission,7350,Notes: Fixed the context menu's appearance in compact mode.,Constructive Positive,Clarity & Context
transmission/transmission,7349,Superceded by #7355.,Constructive Negative,Vague Feedback
transmission/transmission,7348,Superceded by #7355.,Constructive Negative,Vague Feedback
transmission/transmission,7346,Notes: Fixed incorrect text entry sensitivity when sessions changed.,Constructive Positive,Clarity & Context
transmission/transmission,7346,on web/src/prefs-dialog.js:5,Constructive Negative,Vague Feedback
transmission/transmission,7346,on web/src/prefs-dialog.js:5,Constructive Negative,Vague Feedback
transmission/transmission,7346,on web/src/prefs-dialog.js:5,Constructive Negative,Vague Feedback
transmission/transmission,7346,on web/src/prefs-dialog.js:5,Constructive Negative,Vague Feedback
transmission/transmission,7346,on web/src/prefs-dialog.js:5,Constructive Negative,Vague Feedback
transmission/transmission,7346,on web/src/prefs-dialog.js:5,Constructive Negative,Vague Feedback
transmission/transmission,7345,~Should we just bump the clang-tidy version to 20 in the CI?~,Constructive Positive,Actionable Feedback
transmission/transmission,7340,"I saw the call without the prefix and thought ""that can't be right"". Then yeah console logged and sure enough it isn't right.",Constructive Positive,Clarity & Context
transmission/transmission,7339,> I suspect I just didn't want to get rid of because of the work that had gone into its final form before this PR.,Constructive Positive,Clarity & Context
transmission/transmission,7336,@Rukario dyk when this bug was introduced?,Constructive Positive,Risk Awareness
transmission/transmission,7336,"@ckerr Oh! Sorry I didn't see your comment until now, yes it looks like the 4.0.x has the same issue.",Constructive Positive,Clarity & Context
transmission/transmission,7332,Do you need help here with Xcode project?,Constructive Positive,Clarity & Context
transmission/transmission,7332,Yes please!,Constructive Negative,Vague Feedback
transmission/transmission,7332,@ckerr This needs your attention before release because the persistent queue order feature is not working and this PR fixes it.,Constructive Positive,Clarity & Context
transmission/transmission,7332,<details>,Constructive Negative,Vague Feedback
transmission/transmission,7332,Test failures are explained in not related to this PR.,Constructive Positive,Clarity & Context
transmission/transmission,7332,on libtransmission/torrent-queue.h:1,Constructive Negative,Vague Feedback
transmission/transmission,7332,on libtransmission/torrent-queue.h:1,Constructive Negative,Vague Feedback
transmission/transmission,7332,on libtransmission/torrent-queue.h:1,Constructive Negative,Vague Feedback
transmission/transmission,7326,"The changes look fine to me at a quick glance, see nothing that would break trackers.",Constructive Positive,Clarity & Context
transmission/transmission,7319,Thanks! I made to work around conflicts.,Constructive Positive,Clarity & Context
transmission/transmission,7313,Wasn't the reverse of this implemented a long time ago to accommodate magnets from private trackers?,Constructive Positive,Clarity & Context
transmission/transmission,7313,Failed to find such when searching in the closed PR's and trying to blame the code doesn't give more info either.,Constructive Positive,Clarity & Context
transmission/transmission,7304,I'm willing to bet that people who would build with curl 8.9.1 would not be reading logs nor understand any kind of error messages.,Constructive Positive,Risk Awareness
transmission/transmission,7304,"We could do both, the build prevention and the log.",Constructive Positive,Clarity & Context
transmission/transmission,7304,"I think this is mooted by #7447, is that correct? If so, let's close this one",Constructive Positive,Clarity & Context
transmission/transmission,7304,> Now you also need to prevent building with curl 8.11.1 (,Constructive Positive,Clarity & Context
transmission/transmission,7304,"> I think this is mooted by #7447, is that correct? If so, let's close this one",Constructive Positive,Clarity & Context
transmission/transmission,7304,on CMakeLists.txt:1,Constructive Negative,Vague Feedback
transmission/transmission,7297,That's the nature of adding a feature that enable things to do multitasking.,Constructive Positive,Clarity & Context
transmission/transmission,7297,"@tearfur Your suggestions are pretty good, looks like a call for a refactor PR.",Constructive Positive,Actionable Feedback
transmission/transmission,7297,on web/src/transmission.js:4,Constructive Negative,Vague Feedback
transmission/transmission,7297,on web/src/transmission.js:40,Constructive Negative,Vague Feedback
transmission/transmission,7297,on web/src/transmission.js:128,Constructive Negative,Vague Feedback
transmission/transmission,7297,on web/src/transmission.js:109,Constructive Negative,Vague Feedback
transmission/transmission,7297,on web/src/transmission.js:89,Constructive Negative,Vague Feedback
transmission/transmission,7297,on web/src/transmission.js:78,Constructive Negative,Vague Feedback
transmission/transmission,7297,on web/src/transmission.js:58,Constructive Negative,Vague Feedback
transmission/transmission,7297,on web/src/transmission.js:130,Constructive Negative,Vague Feedback
transmission/transmission,7292,"I personally like this UI change, but I'd like to hear feedback from some of the contributors who work with the macOS client",Constructive Positive,Clarity & Context
transmission/transmission,7292,These buttons disappeared from my custom client long ago but never got to try opening this PR because I'm concerned that there's going to be some pitchfork. I'm not sure if there's anybody is using it so worth trying and see.,Constructive Positive,Clarity & Context
transmission/transmission,7292,For me the removal is an improvement. Have you considered double clicking as a shortcut for pause/start?,Constructive Positive,Actionable Feedback
transmission/transmission,7292,> Have you considered double clicking as a shortcut for pause/start?,Constructive Positive,Actionable Feedback
transmission/transmission,7288,@ckerr it looks like there's a typo in the tag: rather than .,Constructive Positive,Clarity & Context
transmission/transmission,7288,@jggimi thanks! I've pushed up a new tag for the same commit. I need to leave the previous one in place for a little bit but will delete it when the bots are done,Constructive Positive,Clarity & Context
transmission/transmission,7288,Does this mean that features are now frozen until ?,Constructive Positive,Clarity & Context
transmission/transmission,7288,@tearfur I'm OK with landing new features for now.,Constructive Positive,Clarity & Context
transmission/transmission,7288,>this branch has been in development for nearly two years so my _guess_ is we'll be in beta for awhile. My _guess_ is that'll be 2-3 months but who knows?,Constructive Positive,Clarity & Context
transmission/transmission,7288,> I'm OK with landing new features for now.,Constructive Positive,Clarity & Context
transmission/transmission,7288,@ckerr 2 months is a decent time frame but please be sure give us some headroom for subsequent PRs by not pulling in decent PRs at the last-minute if you're going to accept some more PRs for 4.1.0 before doing a feature freeze. Someone like me may have been waiting for certain others to go before submitting subsequent PRs.,Constructive Positive,Clarity & Context
